ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
"137-40 68TH DRIVE, A",11367,265000,2017-02-14
"69-30 138TH STREET, A",11367,292500,2017-06-22
"69-12 138TH STREET, B",11367,210000,2017-07-12
"69-54 138TH STREET, A",11367,180000,2017-08-15
"149-28 MELBOURNE AVENUE, 396A",11367,193000,2016-10-06
"67-52 150 STREET, 421B",11367,205000,2016-12-01
"68-08 150TH STREET, 443A",11367,198000,2017-02-14
"67-52 150TH STREET, 421B",11367,300000,2017-04-26
"67-68 150TH STREET, 429A",11367,292000,2017-04-25
"149-48 MELBOURNE AVENUE, 386B",11367,216300,2017-04-26
"67-86 150TH STREET, 438B",11367,210000,2017-06-20
"67-12 150TH STREET, 402B",11367,301200,2017-07-12
"150-52 MELBOURNE AVENUE, 256A",11367,175000,2016-09-07
"67-40 152ND STREET, 281B",11367,175000,2016-09-28
"67-48 152ND STREET, 285A",11367,265000,2016-10-24
"150-19 JEWEL AVE, 310A",11367,190000,2016-12-15
"69-11 150TH STREET, 319A",11367,190000,2017-01-25
"150-40 MELBOURNE AVENUE, 250B",11367,200000,2017-01-31
"150-35 JEWEL AVENUE, 302A",11367,213150,2017-03-24
"67-09 150TH STREET, 363",11367,248888,2017-04-10
"150-21 JEWEL AVENUE, 309B",11367,275000,2017-04-19
"69-11 150TH STREET, 319B",11367,207500,2017-04-21
"69-15 150TH STREET, 318B",11367,200000,2017-04-14
"150-44 MELBOURNE AVENUE, 252B",11367,289000,2017-04-26
"67-41 150 STREET, 349B",11367,215000,2017-06-19
"6841 150 STREET, 325A",11367,222900,2017-06-20
"150-31 JEWEL AVENUE, 304A",11367,195000,2017-07-10
"67-06 152 STREET, 265B",11367,195000,2017-07-26
"67-09 150 STREET, 363B",11367,282000,2017-08-09
"152-18 MELBOURNE AVENUE, 227B",11367,165000,2016-09-01
"152-05 JEWEL AVENUE, 179B",11367,257000,2016-09-21
"67-57 152ND STREET, 193B",11367,195000,2016-09-29
"152-51 JEWEL AVENUE, 157A",11367,263000,2016-12-15
"152-26 MELBOURNE AVENUE, 231A",11367,235000,2017-01-05
"6707 152ND STREET, 217B",11367,190000,2017-02-14
"6703 152 STREET, 219A",11367,210000,2017-03-14
"67-43 152ND STREET, 200B",11367,198000,2017-03-07
"69-59 136TH STREET, 1A",11367,258000,2017-07-18
"69-85 136TH   STREET, 2",11367,280000,2017-06-13
"135-26 78TH AVENUE, A",11367,240000,2016-10-18
"78-17 PARK DRIVE EAST, 1E",11367,225000,2017-01-17
"135-12 77TH AVENUE, 7ST",11367,392500,2017-01-23
"135-20 78TH AVENUE, 14B",11367,178000,2017-03-22
"135-18 77TH   AVENUE, 8F",11367,217000,2017-03-29
"135-32 78TH AVENUE, 20B",11367,275000,2017-04-25
"135-18 77TH AVENUE, 8B",11367,140000,2017-06-08
"135-40 77TH AVENUE, 26C",11367,190000,2017-07-19
"77-11 138TH STREET, 58A",11367,245000,2016-10-13
"138-28 77TH   AVENUE, 64A",11367,175000,2016-11-22
"138-10 77TH AVENUE, 60B",11367,186000,2016-11-29
"77-04 141ST STREET, 67E",11367,235000,2016-11-28
"138-35 78TH AVE, 48E",11367,180000,2017-01-05
"138-35 78TH AVENUE, 48A",11367,242000,2017-01-09
"7717 138 STREET, 57B",11367,180000,2017-01-24
"138-09 78TH AVENUE, 54-F",11367,250000,2017-06-13
"77-11 138TH STREET, 58E",11367,219000,2017-07-18
"138-14 78TH AVENUE, 38B",11367,253000,2017-02-02
"138-06 78 AVENUE, 37D",11367,220000,2017-04-18
"138-14 78TH AVENUE, 38C",11367,190000,2017-06-20
"77-32 VLEIGH PLACE, 82E",11367,189000,2016-11-03
"77-12 VLEIGH PLACE, 79F",11367,225000,2016-10-25
"77-11 141ST STREET, 74B",11367,178000,2016-11-14
"77-29 141ST STREET, 83-C",11367,120000,2017-03-23
"141-26 77TH AVENUE, D",11367,190000,2017-04-10
"77-25 141ST STREET, 72B",11367,170000,2017-05-15
"77-28 VLEIGH PLACE, 81F",11367,263000,2017-05-24
"141-30 77TH ROAD, 2A",11367,189000,2017-03-09
"141-29 78 AVE, 2B",11367,178000,2017-07-12
"77-40 MAIN STREET, 1B",11367,276822,2017-01-19
"141-17 78 ROAD, 3O",11367,231600,2016-11-01
"141-35 78 ROAD, 3M",11367,226600,2016-11-16
"78-16 MAIN STREET, 3L",11367,268000,2016-11-29
"141-27 78 ROAD, 1F",11367,177786,2016-12-30
"141-18 78 AVENUE, 1E",11367,210000,2017-03-16
"141-15 78 ROAD, 3P",11367,216600,2017-03-21
"141-18 78 AVENUE, 3F",11367,246549,2017-05-15
"141-18 78 ROAD, 2D",11367,183260,2016-09-27
"78-42 MAIN STREET, 3L",11367,295000,2016-10-19
"141-37 79 AVENUE, 2P",11367,222311,2016-12-16
"141-45 79 AVENUE, 1A",11367,240632,2017-01-20
"141-35 79 AVENUE, 2N",11367,232311,2017-04-21
"141-11 79TH AVENUE, 3A",11367,223900,2017-04-26
"141-35 79 AVENUE, 3N",11367,241600,2017-04-20
"141-13 79 AVENUE, 1M",11367,243837,2017-05-12
"141-11 79 AVENUE, 1A",11367,270632,2017-06-08
"141-48 78TH ROAD, 1-H",11367,265000,2017-08-02
"141-19 UNION TURNPIKE, 3M",11367,221600,2016-09-19
"141-41 UNION TURNPIKE, 1M",11367,231837,2016-11-02
"141-12 79TH AVENUE, 3H",11367,250000,2016-11-16
"141-33 UNION TURNPIKE, 1-A",11367,240000,2016-11-18
"141-03 UNION TURNPIKE, 3K",11367,294000,2016-11-28
"141-37 UNION TURNPIKE, 3-0",11367,210000,2016-12-14
"141-37 UNION TURNPIKE, 2-P",11367,171000,2016-12-27
"141-03 UNION TURNPIKE, 1K",11367,273023,2017-01-19
"141-15 UNION TURNPIKE, 2O",11367,237311,2017-03-17
"141-13 UNION TURNPIKE, 2N",11367,232311,2017-05-05
"79-16 MAIN STREET, 3L",11367,318000,2017-05-08
"141-21 UNION TURNPIKE, 3A",11367,257394,2017-08-08
"141-42 79 AVENUE, 2D",11367,248260,2017-08-14
"150-66 JEWEL AVENUE, 79B",11367,265000,2016-10-06
"152-10 JEWEL AVENUE, 85B",11367,200000,2016-09-28
"152-60 JEWEL AVENUE, 110B",11367,210000,2017-03-31
"69-31 150TH ST, 45B",11367,283000,2017-06-07
"150-45 70TH ROAD, 22A",11367,221100,2017-06-21
"152-20 JEWEL AVENUE, 90A",11367,278600,2017-08-08
"150-50 JEWEL, 71B",11367,269000,2017-08-23
"144-47 71ST ROAD, 10B",11367,259000,2016-09-21
"144-43 71ST ROAD, 12B",11367,245000,2017-02-14
"144-35 72ND AVENUE, 33B",11367,250000,2016-10-13
"144-46 72ND AVENUE, 1",11367,150000,2016-09-26
144-11 77TH ROAD,11367,190000,2017-04-07
"144-11 77TH ROAD, A",11367,190000,2017-04-07
"144-49 77TH   ROAD, B",11367,250000,2017-05-12
"144-46 77TH ROAD, 3A",11367,158000,2016-09-22
"144-40 77TH ROAD, 1C",11367,110000,2017-02-08
"144-04 78TH AVENUE, 1K",11367,109512,2016-11-14
"144-15 78TH ROAD, 1B",11367,172500,2016-12-22
"144-35 78TH ROAD, 2N",11367,232500,2017-04-11
"144-31 78 ROAD, 3J",11367,182000,2017-05-30
"78-10 147TH STREET, 2E",11367,310000,2017-06-02
"144-31 78TH ROAD, 2J",11367,173888,2017-07-17
"144-17 79 AVENUE, 2A",11367,159000,2016-09-13
"78-37 MAIN STREET, 3D",11367,164900,2017-01-25
"144-30 78TH ROAD, 3G",11367,165000,2017-03-28
"144-16 78TH ROAD, 2R",11367,215000,2017-04-20
"144-20 78TH ROAD, 2M",11367,166888,2017-06-05
"78-32 147TH STREET, 3F",11367,215000,2017-06-08
"78-37 MAIN STREET, 3E",11367,167000,2017-07-25
"144-21 79TH AVENUE, 2H",11367,171500,2017-07-18
"147-03 71 AVENUE, 55A",11367,350000,2016-09-15
"72-04 150TH STREET, 198A",11367,355000,2017-05-18
"78-43 147 STREET, 1T",11367,128000,2016-12-15
"144-60 GRAVETT ROAD, 3F",11367,136000,2016-09-20
"144-60 GRAVETT ROAD, 4A",11367,219000,2016-10-17
"144-55 MELBOURNE AVENUE, 4F",11367,146500,2016-12-20
"144-55 MELBOURNE AVENUE, 2C",11367,165000,2017-02-27
"144-60 GRAVETT ROAD, 3D",11367,160000,2017-05-18
"144-60 GRAVETT ROAD, 4D",11367,270000,2017-06-29
"144-55 MELBOURNE AVENUE, 2B",11367,100000,2017-07-10
"144-75 MELBOURNE AVENUE, 3A",11367,220000,2016-09-09
"144-75 MELBOURNE AVE, 3D",11367,275000,2016-10-07
"14475 MELBOURNE AVENUE, 4H",11367,225000,2016-11-15
"144-75 MELBOURNE AVENUE, 3H",11367,239000,2016-11-30
"66-10 149TH STREET, 1D",11367,260000,2017-04-05
"14475 MELBOURNE AVENUE, 2H",11367,214000,2017-06-28
"149-05 79TH   AVENUE, 420",11367,165000,2017-02-14
"149-05 79TH AVENUE, 725",11367,150000,2017-03-21
"149-05 79TH AVENUE, 214",11367,78621,2017-03-27
"149-05 79TH AVENUE, 415",11367,164000,2017-04-20
"149-05 79TH AVENUE, 624",11367,155000,2017-05-05
"149-05 79TH AVENUE, 311",11367,205000,2017-05-05
"150-30 71ST AVENUE, G333",11367,25355,2016-09-15
"150-20 71ST AVENUE, 2J",11367,220000,2016-09-29
"150-40 71ST AVENUE, 2C",11367,277000,2016-09-22
"150-10 71ST AVENUE, 3B",11367,230000,2016-09-27
"150-15 72ND ROAD, 5D",11367,187000,2016-11-14
"150-25 72ND ROAD, 5G",11367,280000,2016-11-14
"150-10 71ST AVENUE, 5K",11367,200000,2016-11-29
"150-10 71ST AVENUE, 2C",11367,232750,2016-11-14
"150-10 71ST AVENUE, 5A",11367,250000,2017-01-17
"150-10 71ST   AVENUE, 3K",11367,210000,2017-01-11
"150-15 72ND ROAD, 1L",11367,135000,2017-01-11
"150-11 72ND ROAD, 2J",11367,200000,2016-09-29
"150-20 71ST AVENUE, 4D",11367,221000,2017-01-13
"150-40 71ST AVENUE, 1C",11367,245000,2017-01-12
"150-25 72ND ROAD, 1D",11367,238000,2017-01-26
"150-15 72ND ROAD, 1K",11367,187590,2017-01-23
"150-29 72ND ROAD, G814",11367,91260,2017-01-17
"150-29 72ND ROAD, 820",11367,25355,2017-01-09
"150-30 71ST AVENUE, 329",11367,30426,2017-01-05
"150-11 72ND ROAD, 2D",11367,262626,2017-01-05
"150-25 72ND ROAD, 2A",11367,324480,2017-01-09
"150-40 71ST AVENUE, 4G",11367,312312,2016-12-21
"150-30 71ST AVE, 4F",11367,220000,2017-02-03
"150-30 71ST AVENUE, 2C",11367,311298,2016-12-22
"150-25 72ND ROAD, 2D",11367,293046,2016-12-22
"15040 71ST AVENUE, 3E",11367,204878,2016-12-13
"150-15 72ND RD, 4F",11367,191000,2017-02-08
"150-29 72ND ROAD, GS908",11367,25355,2016-12-06
"150-20 71ST AVENUE, 3H",11367,170000,2017-02-24
"150-20 71ST AVE, 3F",11367,200000,2017-02-24
"150-20 71 AVE, 4E",11367,105000,2017-02-23
"150-15 72ND ROAD, 2C",11367,311298,2017-02-27
"150-29 72ND ROAD, GS16",11367,26000,2017-03-03
"150-29 72ND ROAD, 5F",11367,195000,2017-03-03
"150-11 72ND ROAD, 4H",11367,230000,2017-01-26
"150-15 72ND ROAD, 6B",11367,275000,2017-03-09
"150-20 71ST AVENUE, 1A",11367,273780,2017-03-29
"150-25 72ND ROAD, G2P19",11367,18000,2017-04-11
"150-29 72 ROAD, 5K",11367,200000,2017-04-11
"150-25 72ND ROAD, 2C",11367,275000,2017-04-24
"150-40 71 AVENUE, 2E",11367,120000,2017-04-27
"150-20 71ST AVENUE, 3H",11367,200000,2017-06-07
"150-30 71ST AVENUE, 8B 10",11367,30420,2017-05-02
"150-25 72ND ROAD, 3A",11367,269800,2017-06-14
"150-11 72ND RD, 5K",11367,235000,2017-06-02
"150-25 72ND ROAD, 6F",11367,309270,2017-06-20
"150-25 72ND ROAD, 4H",11367,260598,2017-06-26
"150-10 71ST AVENUE, G804",11367,30420,2017-06-27
"150-30 71ST AVENUE, 1L",11367,155000,2017-07-20
"150-25 72 ROAD, 3B",11367,312000,2017-08-10
"150-40 71ST AVENUE, 1B",11367,290000,2017-08-07
"150-15 79TH   AVENUE, 2H",11367,255000,2016-09-14
"15015 79TH AVENUE, 1H",11367,255000,2016-12-01
"150-15 79TH AVENUE, 5C",11367,250000,2017-03-09
"150-15 79TH AVENUE, 6K",11367,219000,2017-06-27
"78-40 164 STREET, 1F",11366,105000,2017-01-10
"78-40 164TH STREET, 3H",11366,157000,2017-05-04
69-88 136TH   STREET,11367,445000,2017-02-10
71-21A PARK DRIVE EAST,11367,360000,2017-04-06
71-23B PARK DRIVE EAST,11367,352000,2016-12-12
71-41B PARK DRIVE EAST,11367,320000,2017-01-17
71-07B PARK DRIVE EAST,11367,337000,2017-08-04
70-75B PARK DRIVE EAST,11367,350000,2016-11-29
70-43A PARK DRIVE EAST,11367,400000,2017-02-21
7011B PARK DRIVE EAST,11367,350000,2017-07-07
7021A PARK DRIVE EAST,11367,350000,2017-03-28
69-93B PARK DRIVE EAST,11367,356000,2017-03-23
69-95B PARK DRIVE EAST,11367,350000,2016-11-22
69-49B PARK DRIVE EAST,0,300000,2016-12-30
152-72 MELBOURNE AVENUE,11367,290000,2017-01-04
152-72 MELBOURNE AVENUE,11367,280000,2017-01-30
152-72 MELBOURNE AVENUE,11367,330000,2016-12-19
152-72 MELBOURNE AVENUE,11367,382000,2017-06-07
152-72 MELBOURNE AVENUE,11367,390000,2017-06-08
152-72 MELBOURNE AVENUE,11367,340000,2016-12-12
152-72 MELBOURNE AVENUE,11367,300000,2017-08-14
152-72 MELBOURNE AVENUE,11367,288888,2016-12-16
71-59 160TH   STREET,11365,433992,2016-12-19
71-59 160TH STREET,11365,456300,2017-05-11
71-59 160TH STREET,11365,253500,2016-12-14
71-59 160TH   STREET,11365,319410,2017-01-19
71-59 160TH   STREET,11365,297102,2016-12-15
71-59 160 STREET,11365,400530,2017-08-23
71-59 160TH   STREET,11365,500000,2017-01-30
71-59 160TH   STREET,11365,412698,2016-12-21
71-59 160TH   STREET,11365,436020,2016-12-27
71-59 160TH   STREET,11365,281892,2017-01-06
71-59 160TH   STREET,11365,337662,2016-11-29
71-59 160TH STREET,11365,304200,2016-12-07
71-59 160TH   STREET,11365,528518,2017-01-11
71-59 160TH   STREET,11365,518289,2017-02-24
71-59 160TH   STREET,11365,423852,2016-12-21
71-59 160TH STREET,11365,291018,2017-04-12
71-59 160TH   STREET,11365,342132,2017-01-11
71-59 160TH   STREET,11365,329550,2016-11-22
71-59 160TH STREET,11365,445146,2017-08-07
71-59 160TH   STREET,11365,451230,2017-08-11
71-59 160TH STREET,11365,248430,2017-08-23
71-59 160 STREET,11365,294060,2017-08-04
162-10 71ST   AVENUE,11365,530000,2017-03-13
7119 162ND STREET,11365,570000,2017-06-15
71-19 162ND   STREET,11365,530000,2017-08-09
71-19 162ND STREET,11365,328000,2017-07-25
71-19 162ND STREET,11365,360000,2016-12-09
71-19 162ND STREET,11365,568000,2016-09-29
71-33 162ND   STREET,11365,309777,2016-10-12
71-33 162 STREET,11365,426000,2017-08-16
71-33 162ND   STREET,11365,311000,2017-01-12
71-33 162ND   STREET,11365,316284,2017-08-18
71-33 162ND STREET,11365,438048,2017-02-14
164-10 65 AVE,11365,750000,2016-09-01
71-28 163 STREET,11365,450000,2016-12-20
71-28 163 STREET,11365,417000,2017-04-26
71-24 163RD STREET,11365,498000,2017-03-02
75-09 PARSONS BOULEVARD,11366,880000,2017-01-05
75-31 PARSONS BOULEVARD,11366,618750,2016-09-15
141-56 73RD   AVENUE,11367,850000,2017-02-01
157-16 65 AVE,11367,2375000,2016-12-22
152-72 MELBOURNE AVENUE,11367,15000,2017-07-28
134 JEWEL AVENUE,11367,3000,2017-03-31
134 JEWEL AVENUE,11367,1000,2017-01-20
134 JEWEL AVENUE,11367,31000,2017-07-11
134 JEWEL AVENUE,11367,4000,2016-11-17
71-77 159TH   STREET,11365,110468,2016-09-06
71-77 159TH   STREET,11365,19000,2017-02-22
71-77 159TH   STREET,11365,23000,2017-05-04
102-40 62ND DRIVE,11375,690000,2016-12-30
102-52 62 DRIVE,11375,755000,2017-08-17
102-06 63RD   ROAD,11375,730000,2017-08-08
102-32 65TH ROAD,11375,850000,2017-07-31
105-39 62ND DRIVE,11375,790000,2016-12-15
110-06 COLONIAL AVENUE,11375,720000,2017-03-22
108-49 65TH   AVENUE,11375,950000,2017-06-29
108-23 65TH ROAD,11375,975000,2017-08-03
108-50 65TH   ROAD,11375,900000,2017-07-14
108-17 66TH   AVENUE,11375,787000,2017-07-06
108-56 66 AVENUE,11375,222500,2017-03-13
108-17 66TH ROAD,11375,1500000,2017-01-25
67-43 108TH   STREET,11375,1500000,2017-06-22
108-39 67TH   DRIVE,11375,729000,2017-02-07
108-15 67TH DRIVE,11375,986000,2017-06-07
67-60 110 STREET,11375,1600000,2017-08-31
111-02 62ND DRIVE,11375,950000,2017-08-18
110-20 63RD   ROAD,11375,845000,2017-06-26
65-11 110TH STREET,11375,995000,2016-11-22
110-23 67TH   DRIVE,11375,1700000,2016-09-27
110-15 67 DRIVE,11375,1650000,2017-07-14
67-55 110TH   STREET,11375,2300000,2017-06-20
110-34 68TH AVENUE,11375,1610000,2016-11-15
108-47 68TH DRIVE,11375,1675000,2017-03-31
108-33 70TH ROAD,11375,1560000,2017-02-02
68-36 112TH   STREET,11375,1725000,2016-11-07
70-35 110TH   STREET,11375,1647000,2017-02-27
110-27 71ST AVENUE,11375,1700000,2017-06-06
112-19 69TH   AVENUE,11375,1780000,2017-08-02
69-15 112TH   STREET,11375,3350000,2016-09-08
113-04 JEWEL AVENUE,11375,1743000,2017-03-15
71-31 112TH   STREET,11375,1450000,2017-05-12
69-34 ALDERTON STREET,11374,720000,2016-12-30
69-05 TROTTING COURSE LANE,11374,660000,2017-02-14
69-03 TROTTING COURSE,11374,475000,2016-09-07
69-13 ALDERTON STREET,11374,860000,2017-04-05
67-35 SELFRIDGE STREET,11375,1045000,2017-04-24
95-01 68 AVENUE,11375,835000,2016-09-23
67-45 GROTON STREET,11375,631579,2017-01-20
67-36 FLEET STREET,11375,970000,2017-05-10
96-21 68TH AVENUE,11375,1270000,2017-06-28
96-01 68TH AVENUE,11375,1135000,2017-05-04
67-96 EXETER STREET,11375,900000,2017-08-11
67-88 DARTMOUTH STREET,11375,858000,2016-11-04
67-126 DARTMOUTH STREET,11375,1150000,2017-08-07
67-132 CLYDE STREET,11375,1090000,2017-08-11
67-127 DARTMOUTH STREET,11375,900000,2016-10-27
67-97 DARTMOUTH STREET,11375,775000,2017-01-17
67-75 DARTMOUTH STREET,11375,868000,2017-04-27
67-106 BURNS STREET,11375,770000,2016-12-27
67-121 CLYDE STREET,11375,1190000,2016-09-07
88-19 69TH   AVENUE,11375,780000,2017-01-11
68-23 OLCOTT STREET,11375,970000,2017-08-10
68-43 NANSEN STREET,11375,700000,2016-10-04
9114 68TH AVE,11375,1348000,2017-08-28
92-16 68TH AVENUE,11375,940000,2017-05-11
68-20 HARROW STREET,11375,939000,2017-03-10
68-33 INGRAM STREET,11375,1095000,2016-11-17
68-17 INGRAM STREET,11375,1070000,2017-01-13
68-34 GROTON STREET,11375,879000,2016-10-24
68-08 EXETER STREET,11375,1050000,2017-04-03
68-29 DARTMOUTH STREET,11375,1080000,2017-04-12
90-19 70TH   AVENUE,11375,999000,2017-01-13
69-36 MANSE STREET,11375,760000,2017-06-16
9217 70TH AVE,11375,925000,2017-07-13
69-37 NANSEN STREET,11375,885000,2017-03-15
69-31 NANSEN,11375,730000,2017-02-02
69-21 NANSEN STREET,11375,942000,2017-06-02
69-21 NANSEN STREET,11375,630000,2016-12-20
69-12 LOUBET STREET,11375,805000,2017-03-29
69-32 LOUBET STREET,11375,650000,2016-10-20
69-51 MANSE STREET,11375,755750,2016-09-28
69-47 MANSE STREET,11375,650000,2017-06-09
69-45 LOUBET STREET,11375,1050000,2016-12-30
69-54 INGRAM STREET,11375,2370000,2016-11-21
69-23 INGRAM STREET,11375,1535000,2017-06-08
69-48 GROTON STREET,11375,1550000,2017-08-11
69-25 HARROW STREET,11375,1500000,2017-01-31
78 DARTMOUTH STREET,11375,2655000,2017-08-18
70-08 NANSEN STREET,11375,825000,2017-07-12
92-11 71ST   AVENUE,11375,995000,2017-07-31
70-17 OLCOTT STREET,11375,699000,2017-02-28
70-44 MANSE STREET,11375,685000,2016-10-05
70-40 KESSEL STREET,11375,1525000,2017-01-31
95-05 71 AVENUE,11375,180000,2016-12-06
70-41 LOUBET STREET,11375,1075000,2017-01-05
70-39 LOUBET STREET,11375,890000,2017-01-12
70-19 LOUBET STREET,11375,1070000,2017-05-17
70-43 JUNO STREET,11375,1260000,2016-11-17
97-08 70TH   AVENUE,11375,1380000,2016-09-19
7045 INGRAM STREET,11375,1760000,2017-06-22
85 TENNIS PLACE,11375,2492000,2016-10-21
66 TENNIS PLACE,11375,665000,2017-01-05
67-113 BURNS STREET,11375,820000,2017-08-02
71-24 NANSEN STREET,11375,752000,2016-10-27
71-02 MANSE STREET,11375,1265000,2016-09-13
71-50 MANSE STREET,11375,1140000,2017-06-23
71-33 NANSEN STREET,11375,855000,2017-02-16
71-53 MANSE STREET,11375,866000,2017-05-08
71-50 KESSEL STREET,11375,1450000,2017-05-10
7151 HARROW STREET,11375,1680000,2016-12-20
195 ASCAN AVENUE,11375,1600000,2017-05-30
61 GREENWAY SOUTH,11375,2831000,2016-10-28
81 ASCAN AVENUE,11375,1922000,2017-05-30
42 SLOCUM CRESCENT,11375,1600000,2016-09-23
99-57 74TH AVENUE,11375,1050000,2016-11-30
100-18 75TH   AVENUE,11375,1475000,2017-08-08
10117 75TH ROAD,11375,1300000,2017-06-15
101-08 ASCAN,11375,1025000,2017-02-07
39 INGRAM,11375,1485000,2017-07-18
187 PURITAN AVENUE,11375,1988000,2017-03-10
20 INGRAM STREET,11375,1525000,2017-07-18
106 ASCAN AVENUE,11375,1700000,2017-07-10
26 SUMMER STREET,11375,2165000,2017-07-28
85 PURITAN AVENUE,11375,2100000,2017-04-05
85 PURITAN AVENUE,11375,2500,2017-03-16
93 PURITAN AVENUE,11375,2000000,2017-03-31
111-30 75 AVENUE,11375,1270000,2017-06-19
101-34 75TH   ROAD,11375,1360000,2017-07-26
113-35 UNION TURNPIKE,11375,999500,2016-12-02
41 SHORTHILL ROAD,11375,2375000,2016-10-13
63 WENDOVER ROAD,11375,2399999,2016-12-19
106-16 SHORTHILL ROAD,11375,2100000,2017-07-24
54 WENDOVER ROAD,11375,1950000,2017-08-10
24 WENDOVER ROAD,11375,461025,2017-02-22
115-25 UNION TURNPIKE,11375,1349000,2016-12-28
60 DEEPDENE RD,11375,2500000,2016-11-10
117-29 UNION TURNPIKE,11375,1100000,2017-07-28
117-15 UNION TURNPIKE,11375,1080000,2017-02-23
111-17 76TH   AVENUE,11375,1180000,2016-12-19
111-22 77TH ROAD,11375,1300000,2016-10-20
111-29 78 AVENUE,11375,1300000,2016-12-30
111-01 78TH AVENUE,11375,990000,2016-12-30
102-26 63RD   AVENUE,11375,625000,2016-11-30
102-47 65TH   ROAD,11375,1335000,2017-05-26
105-05 62ND   DRIVE,11375,650000,2017-07-27
105-31 65TH ROAD,11375,1100000,2017-06-02
105-29 65TH ROAD,11375,1250000,2017-06-02
105-27 65TH ROAD,11375,1100000,2017-06-02
108-19 63RD   AVENUE,11375,240000,2017-05-10
10829 63RD ROAD,11375,720000,2016-11-23
108-42 63RD ROAD,11375,834965,2017-01-23
108-52 63RD DRIVE,11375,950000,2016-12-13
110-27 72ND   DRIVE,11375,1130000,2017-03-02
75-69 113TH   STREET,11375,1550000,2016-11-09
89-82 COOPER AVENUE,11374,615000,2016-09-30
68-15 ALDERTON ST,11374,744300,2017-03-21
67-32 SELFRIDGE STREET,11375,1050000,2016-11-30
67-52 SELFRIDGE STREET,11375,1050000,2016-11-09
67-64 EXETER STREET,11375,870000,2016-11-23
6855 SELFRIDGE STREET,11375,925000,2017-05-22
68-46 GROTON STREET,11375,910000,2017-01-23
71-44 NANSEN STREET,11375,805000,2017-04-28
71-44 NANSEN STREET,11375,450000,2016-12-19
97-22 72ND ROAD,11375,990000,2017-03-29
72-12 HARROW STREET,11375,1650000,2016-09-21
98-26 ASCAN AVENUE,11375,1230000,2016-09-28
208 BURNS STREET,11375,1850000,2017-06-27
166 BURNS STREET,11375,1350000,2017-01-18
68-16 ALDERTON STREET,11374,375000,2017-05-25
68-24 ALDERTON STREET,11374,325000,2017-05-25
64-34 GRAND CENTRAL PARKWA,11375,575000,2016-12-23
64-34 GRAND CENTRAL PARKWA,11375,550000,2016-09-21
64-34 GRND CNTRL PKWY SR W,11375,555000,2016-12-12
UNION TURNPIKE,0,30000,2016-11-11
63-69 110TH STREET,11375,975000,2017-01-18
"110-55 64TH ROAD, 23",11375,616041,2016-09-30
