ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
510 WEST 28TH   STREET,10001,6398500,2017-07-28
510 WEST 28TH   STREET,10001,9366308,2017-07-11
510 WEST 28TH   STREET,10001,5070293,2017-07-26
510 WEST 28TH   STREET,10001,7250000,2017-07-27
510 WEST 28TH   STREET,10001,10124043,2017-07-31
450 WEST 17TH STREET,10011,1195000,2016-12-06
450 WEST 17TH   STREET,10011,1500000,2017-06-15
450 WEST 17TH ST,10011,2075000,2017-01-19
450 WEST 17TH STREET,10011,2450000,2017-01-17
450 WEST 17TH   STREET,10011,4700000,2017-08-22
450 WEST 17TH   STREET,10011,4000000,2016-09-01
450 WEST 17TH   STREET,10011,2175000,2016-09-06
450 WEST 17TH,10011,4500000,2016-12-21
452 WEST 19TH   STREET,10011,1180000,2017-06-14
444 WEST 19TH STREET,10011,1050000,2017-02-03
444 WEST 19TH   STREET,10011,2735000,2017-06-30
444 WEST 19TH STREET,10011,3815000,2017-04-06
447 WEST 18TH   STREET,10011,3000000,2016-11-02
447 WEST 18TH STREET,10011,1575000,2017-01-31
447 WEST 18TH   STREET,10011,2200000,2017-01-27
456 WEST 19TH STREET,10011,2150000,2017-07-07
456 WEST 19TH   STREET,10011,2657500,2017-02-07
422 WEST 20TH   STREET,10011,2965000,2017-05-26
422 WEST 20TH   STREET,10011,2395000,2017-04-06
422 WEST 20TH   STREET,10011,1440000,2017-08-14
422 WEST 20TH STREET,10011,1222000,2017-05-18
422 WEST 20TH STREET,10011,1180000,2017-08-10
445 WEST 19TH STREET,10011,775595,2017-06-16
445 WEST 19 STREET,10011,730000,2017-04-19
445 WEST 19TH STREET,10011,805000,2017-01-24
455 WEST 20TH   STREET,10011,3375000,2017-02-08
455 WEST 20TH   STREET,10011,4250000,2017-04-18
420 WEST 23RD   STREET,10011,999000,2017-08-18
468 WEST 23RD   STREET,10011,925000,2017-08-22
420 WEST 25TH STREET,10001,975000,2016-10-14
420 WEST 25TH STREET,10001,1995000,2017-02-13
420 WEST 25TH STREET,10001,1495000,2017-06-02
420 WEST 25TH   STREET,10001,1425000,2016-09-30
263 9 AVENUE,10001,1750000,2017-04-12
263 NINTH AVENUE,10001,2350000,2017-04-17
263 9 AVENUE,10001,1950000,2017-06-20
263 9TH AVENUE,10001,2575000,2017-07-13
66 9 AVENUE,10011,2250000,2017-06-09
66 9 AVENUE,10011,3175000,2017-03-01
345 WEST 14TH STREET,10014,2125000,2017-07-14
345 WEST 14TH   STREET,10014,2000000,2016-11-21
345 WEST 14TH   STREET,10014,2600000,2017-05-09
345 WEST 14TH STREET,10014,2955000,2017-06-16
305 WEST 18TH STREET,10011,882000,2016-12-15
305 WEST 18TH   STREET,10011,968000,2017-05-19
305 WEST 18TH STREET,10011,1025000,2017-03-01
305 WEST 18TH   STREET,10011,1145000,2017-07-25
305 WEST 18TH STREET,10011,675000,2017-07-17
344 WEST 23RD STREET,10011,1410000,2017-04-07
344 WEST 23RD   STREET,10011,1440000,2017-02-28
324 WEST 23RD STREET,10011,1820000,2017-05-05
312 WEST 23 STREET,10011,388037,2017-01-05
312 WEST 23RD STREET,10011,525000,2017-02-01
308 WEST 30TH STREET,10001,820000,2017-02-27
245 WEST14TH STREET,10011,1751390,2016-11-30
270 WEST 17TH   STREET,10011,1750000,2016-10-07
270 WEST 17TH STREET,10011,977500,2017-06-09
270 WEST 17TH   STREET,10011,1300000,2017-02-27
270 WEST 17TH STREET,10011,1325000,2016-10-28
257 WEST 17TH STREET,10011,1900000,2017-03-08
201 WEST 17TH STREET,10011,5250000,2016-11-04
212 WEST 18TH STREET,10011,16900000,2017-01-13
212 WEST 18TH   STREET,10011,14750000,2017-07-25
212 WEST 18TH STREET,10011,10000000,2017-02-24
212 WEST 18TH   STREET,10011,17500000,2017-03-08
210 WEST 19TH   STREET,10011,900000,2016-12-22
210 WEST 19TH  STREET,10011,935000,2017-05-26
210 WEST 19TH STREET,10011,975000,2017-03-29
140 7TH AVENUE,10011,250000,2016-12-09
251 WEST 19TH   STREET,10011,3025000,2017-02-13
251 WEST 19TH   STREET,10011,3200000,2017-06-01
251 WEST 19TH STREET,10011,3500000,2016-09-23
251 WEST 19TH STREET,10011,2700000,2017-07-26
217 WEST 19TH STREET,10011,3350000,2016-11-08
217 WEST 19TH STREET,10011,4450000,2016-10-03
200 WEST 24TH   STREET,10011,2050000,2017-05-15
252 7 AVENUE,10001,1750000,2017-05-24
252 7 AVENUE,10001,3060000,2017-05-17
252 7 AVENUE,10001,2788000,2017-06-30
252 SEVENTH AVENUE,10001,1500000,2016-10-05
252 SEVENTH AVENUE,10001,1500000,2016-10-05
252 SEVENTH AVENUE,10001,2600000,2017-07-31
252 7 AVENUE,10001,2275000,2017-08-15
252 7 AVENUE,10001,2600000,2017-06-28
252 7TH AVENUE,10001,1750000,2016-09-08
252 SEVENTH AVENUE,10001,3100000,2017-02-02
252 7 AVENUE,10001,5500000,2017-06-14
252 7 AVENUE,10001,5300000,2017-04-17
252 SEVENTH AVENUE,10001,4550000,2017-01-06
261 WEST 25TH   STREET,10001,3050000,2017-01-24
261 WEST 25TH STREET,10001,2562500,2017-07-18
261 WEST 25TH STREET,10001,1600000,2017-08-10
112 WEST 18TH STREET,10011,2700000,2016-09-01
112 WEST 18TH   STREET,10011,2945000,2017-02-03
120 WEST 18TH STREET,10011,1700000,2017-03-23
151 WEST 17TH   STREET,10011,2550000,2017-04-28
151 WEST 17TH STREET,10011,3050000,2017-01-03
151 WEST 17TH STREET,10011,3828219,2016-12-22
100 WEST 18 ST,10011,3400000,2017-02-17
100 WEST 18TH   STREET,10011,2270000,2017-08-18
127 7 AVENUE,10011,990000,2016-09-15
130 WEST 19TH   STREET,10011,1725000,2017-07-12
130 WEST 19TH   STREET,10011,2085000,2017-06-02
130 WEST 19TH   STREET,10011,2000000,2016-10-05
130 WEST 19TH STREET,10011,2825000,2017-06-29
163 WEST 18TH   STREET,10011,2163100,2016-12-05
163 WEST 18TH STREET,10011,1470000,2017-08-03
163 WEST 18TH   STREET,10011,2050000,2016-11-01
155 WEST 18TH   STREET,0,5193075,2016-11-16
155 WEST 18TH   STREET,0,2189238,2016-11-07
155 WEST 18TH   STREET,0,5500000,2017-03-29
155 WEST 18TH   STREET,0,3864259,2016-10-20
155 WEST 18TH   STREET,0,1600000,2017-06-14
155 WEST 18TH   STREET,0,1374638,2016-11-04
155 WEST 18TH   STREET,0,4327562,2016-10-05
155 WEST 18TH   STREET,0,3971175,2016-10-18
155 WEST 18TH   STREET,0,2507441,2016-11-03
155 WEST 18TH   STREET,0,1476462,2016-10-19
155 WEST 18TH   STREET,0,4276650,2016-10-31
155 WEST 18TH   STREET,0,4174825,2016-10-13
155 WEST 18TH   STREET,0,2485000,2017-03-03
155 WEST 18TH   STREET,0,1636836,2016-10-13
155 WEST 18TH   STREET,0,4480300,2016-10-13
155 WEST 18TH   STREET,0,4174825,2016-12-14
155 WEST 18TH   STREET,0,2500000,2016-12-30
155 WEST 18TH   STREET,0,1629200,2016-11-22
155 WEST 18TH   STREET,0,4633038,2016-10-20
155 WEST 18TH   STREET,0,4429387,2016-10-07
155 WEST 18TH   STREET,0,2600000,2017-01-27
155 WEST 18TH   STREET,0,1807393,2016-10-05
155 WEST 18TH   STREET,0,5103978,2016-10-18
155 WEST 18TH   STREET,0,4531212,2016-11-14
155 WEST 18TH   STREET,0,2749275,2016-10-31
155 WEST 18TH   STREET,0,3500000,2016-12-19
155 WEST 18TH   STREET,0,11670000,2016-12-30
155 WEST 18TH   STREET,0,7835000,2016-12-30
155 WEST 18TH   STREET,0,7987500,2016-12-30
155 WEST 18TH   STREET,0,8335000,2016-12-30
121 WEST 19TH   STREET,10011,2250000,2017-05-30
130 WEST 20TH STREET,10011,205000,2016-09-26
130 WEST 20TH STREET,10011,950000,2017-07-24
130 WEST 20TH   STREET,10011,1090000,2017-04-10
130 WEST 20TH STREET,10011,1318000,2017-04-18
130 WEST 20TH STREET,10011,1010000,2017-01-20
130 WEST 20TH   STREET,10011,2750000,2017-05-23
181 7TH AVENUE,10011,680000,2017-03-31
121 WEST 20TH STREET,10011,2250000,2017-05-17
121 WEST 20TH   STREET,10011,2750000,2016-12-28
655 AVENUE OF THE AMER,10010,1725000,2016-10-14
655 AVENUE OF THE AMER,10010,4000000,2016-09-12
126 WEST 22ND STREET,10011,3225000,2017-04-07
132 WEST 22ND STREET,10011,4000000,2017-08-01
125 WEST 21ST STREET,10011,1015000,2017-08-30
125 WEST 21ST   STREET,10011,1682500,2017-08-30
125 WEST 21ST STREET,10011,939000,2017-08-22
140 WEST 22ND STREET,10011,1475000,2017-08-15
140 WEST 22ND STREET,10011,855000,2016-09-15
140 WEST 22ND STREET,10011,1915000,2017-06-27
140 WEST 22ND   STREET,10011,1760000,2017-02-17
140 WEST 22ND STREET,10011,2835000,2017-08-01
151 WEST 21ST   STREET,10011,2000000,2016-10-18
151 WEST 21ST   STREET,10011,1215000,2017-04-27
151 WEST 21ST   STREET,10011,1340000,2017-04-14
151 WEST 21ST STREET,10011,2318000,2017-06-30
151 WEST 21ST STREET,10011,1310000,2017-02-27
151 WEST 21 ST,10011,1515000,2017-01-18
170 WEST 23RD   STREET,10011,875000,2017-01-19
170 WEST 23RD   STREET,10011,900000,2017-08-09
170 WEST 23RD STREET,10011,750000,2016-11-10
170 WEST 23RD STREET,10011,495000,2016-12-07
170 WEST 23RD   STREET,10011,625000,2017-01-23
170 WEST 23RD STREET,10011,855000,2017-02-13
140 WEST 23RD   STREET,10011,1974000,2017-06-21
125 WEST 22ND   STREET,10011,1519999,2016-10-05
133 WEST 22ND   STREET,10011,2550000,2017-07-12
133 WEST 22ND   STREET,10011,2625000,2017-02-06
133 WEST 22ND   STREET,10011,4900000,2016-11-04
133 WEST 22ND   STREET,10011,3850000,2017-06-19
133 WEST 22 STREET,10011,1830000,2016-09-21
133 WEST 22 STREET,10011,3540000,2016-09-22
133 WEST 22ND   STREET,10011,3450000,2017-06-28
133 WEST 22ND STREET,10011,2015000,2017-07-10
133 WEST 22ND   STREET,10011,2010000,2017-05-12
133 WEST 22ND   STREET,10011,1570000,2017-07-28
124 WEST 23RD STREET,10011,1015000,2016-09-30
124 WEST 24TH   STREET,10011,2250000,2016-12-13
245 7TH AVENUE,10001,1497500,2017-03-30
101 WEST 24TH STREET,10011,2225000,2017-06-29
101 WEST 24TH   STREET,10011,2235000,2017-03-31
101 WEST 24TH STREET,10011,2395000,2017-02-28
101 WEST 24TH STREET,10011,1615000,2017-04-21
101 WEST 24TH,10011,1775000,2017-08-17
101 WEST 24TH   STREET,10011,2750000,2017-06-23
101 WEST 24TH STREET,10011,2375000,2017-06-27
101 WEST 24 ST,10011,2615000,2016-09-12
101 WEST 24TH   STREET,10011,1675000,2016-09-12
101 WEST 24TH   STREET,10011,1680000,2016-10-13
101 WEST 24TH STREET,10011,1730000,2017-03-23
150 WEST 26TH   STREET,10001,1900000,2017-05-02
150 WEST 26TH   STREET,10001,2650000,2016-12-30
315 SEVENTH AVE,10001,1155000,2017-07-14
315 7TH AVENUE,10001,765000,2017-07-13
315 SEVENTH AVENUE,10001,640000,2017-03-30
315 7 AVENUE,10001,2999000,2016-09-20
315 SEVENTH AVENUE,10001,1508000,2017-05-10
130 TENTH AVENUE,10011,10581818,2016-11-04
192 8 AVENUE,10011,8250000,2016-12-16
524 WEST 19TH STREET,10011,4000000,2016-11-02
227 10TH   AVENUE,10011,2000000,2017-02-07
556 WEST 24TH   STREET,10011,13250000,2016-09-16
556 WEST 24TH   STREET,10011,8000000,2016-09-16
559 WEST 23RD   STREET,0,4582125,2017-04-07
559 WEST 23RD   STREET,0,4450000,2017-02-13
559 WEST 23RD   STREET,0,4918147,2016-11-28
211 WEST 18TH   STREET,10011,2450000,2017-08-21
236 WEST 24TH   STREET,10011,2443800,2017-04-13
116 WEST 22ND   STREET,10011,2320000,2017-02-02
141 WEST 24TH STREET,10011,3680000,2016-10-17
559 WEST 23RD   STREET,0,2060500,2017-01-24
"177 NINTH AVENUE, 5H",10011,4100000,2016-09-28
"177 NINTH AVENUE, 5B",10011,3625000,2016-10-06
"177 NINTH AVENUE, 5D",10011,3900000,2017-02-07
"177 NINTH AVENUE, 4A",10011,9939120,2017-07-06
"177 NINTH AVENUE, 4E",10011,1725000,2017-07-13
"465 WEST 23RD STREET, 11A",10011,1275000,2016-09-08
"465 WEST 23RD   STREET, RCU1",10011,1037462,2016-11-10
"410 WEST 24TH STREET, 8C",10011,575000,2016-11-03
"410 WEST 24TH STREET, 5C",10011,590000,2016-11-15
"410 WEST 24TH STREET, 14I",10011,585000,2017-02-09
"405 WEST 23RD   STREET, 8IL",10011,712500,2016-12-30
"470 WEST 24TH STREET, 19E/F",10011,3200000,2016-09-15
"410 WEST 24TH STREET, RCU-1",10011,590000,2017-06-20
"465 WEST 23RD STREET, 19A",10011,3525000,2017-07-06
"410 WEST 24TH STREET, 12K",10011,1205000,2017-07-11
"470 WEST 24TH   STREET, 2A",10011,980000,2017-07-11
"465 WEST 23RD STREET, 8F",10011,615000,2017-07-27
"410 WEST 24TH STREET, 3M",10011,1300000,2016-10-20
"405 WEST 23RD   STREET, 14E",10011,595000,2017-01-04
"405 WEST 23RD   STREET, 14E",10011,638000,2017-01-24
"410 WEST 24TH STREET, 8G",10011,550000,2017-02-07
"410 WEST 24TH STREET, 9H",10011,1200000,2017-03-01
"405 WEST 23RD   STREET, 14L",10011,620000,2017-03-21
"470 WEST 24TH STREET, 12G",10011,1325000,2017-03-27
"405 WEST 23RD   STREET, 14E",10011,5199934,2017-06-08
"465 WEST 23RD   STREET, 19BC",10011,2750000,2017-07-06
"405 WEST 23RD   STREET, 6F",10011,643000,2017-07-20
"410 WEST 24TH STREET, 14M",10011,1100000,2017-08-08
"405 WEST 23RD STREET, 14G",10011,620000,2017-08-24
"85 8TH AVENUE, 4G",10011,545000,2016-09-16
"85 8TH AVENUE, 1J",10011,600000,2016-11-10
85 8TH AVE,10011,580000,2016-11-23
85 8TH AVE,10011,565000,2017-02-06
"85 8TH AVENUE, 3G",10011,525000,2017-02-08
"85 8TH AVENUE, 1S",10011,782071,2017-07-05
"85 8TH AVENUE, 2D",10011,599000,2017-06-15
"305 WEST 16TH STREET, 3K",10011,2100000,2017-08-10
"360 WEST 22ND   STREET, 7E",10011,1915000,2017-04-06
"360 WEST 22ND   STREET, 2P",10011,465000,2017-03-28
"360 WEST 22ND STREET, 7K",10011,900000,2017-05-10
"360 WEST 22ND STREET, 9J",10011,695000,2017-05-24
"360 WEST 22ND STREET, 11C",10011,967500,2017-05-11
"360 WEST 22ND STREET, 10-R",10011,605000,2017-06-26
"360 WEST 22ND STREET, 12T",10011,775000,2017-08-01
"360 WEST 22ND STREET, 5N",10011,580000,2017-08-02
"300 WEST 23RD STREET, 13G",10011,900000,2016-12-22
"300 WEST 23RD STREET, 8M",10011,470000,2017-02-08
"300 WEST 23RD STREET, 16D",10011,500000,2017-02-13
"300 WEST 23RD STREET, 8A/8N",10011,895000,2017-03-31
"300 WEST 23 STREET, 6I",10011,460000,2017-06-07
"300 W 23 ST, 16K",10011,925000,2017-06-07
"300 WEST 23RD STREET, 8-HI",10011,1675000,2017-07-06
"300 WEST 23RD STREET, 3D",10011,400000,2017-07-24
"300 WEST 23RD STREET, 4E",10011,1945000,2017-08-03
"300 WEST 23RD STREET, 13F",10011,515000,2017-08-18
"200 WEST 20TH STREET, 1515",10011,576500,2016-09-20
"200 WEST 20TH STREET, 1512",10011,618000,2017-02-02
"160 7 AVENUE, 1206",10011,595000,2017-02-14
"160 7 AVENUE, 403",10011,490000,2017-03-15
"200 WEST 20TH STREET, 1002",10011,575000,2017-03-27
"160 7 AVENUE, RES",10011,563250,2017-04-05
"160 7 AVENUE, RES",10011,483000,2017-05-10
"200 WEST 20TH STREET, 608",10011,982500,2017-06-12
"200 WEST 20TH STREET, 711",10011,1300000,2017-08-03
"161 WEST 16TH STREET, 7E",10011,735000,2016-10-27
"161 WEST 16TH STREET, 9B",10011,698000,2016-11-21
"161 WEST 16TH STREET, 9D",10011,700000,2017-04-06
"138-40 WEST 17TH STREET, 5TH F",10011,3700000,2017-04-13
"161 WEST 16TH STREET, 16E",10011,685000,2017-04-26
"161 WEST 16TH STREET, 10A",10011,699000,2017-04-19
"138 WEST 17TH   STREET, RES",10011,1220000,2017-06-12
"161 WEST 16TH STREET, 14G",10011,1160000,2017-06-26
"161 WEST 16TH STREET, 10J",10011,725000,2017-08-02
"161 WEST 16TH STREET, 7A",10011,620000,2016-09-12
"161 W 16TH STREET, 17B",10011,1200000,2016-12-28
"161 W 16TH STREET, 17A",10011,3755000,2016-12-28
558 WEST 21ST STREET,10011,17300000,2017-06-30
531-537 AVENUE OF THE AMER,10011,42400000,2017-04-18
119 WEST 25TH   STREET,10001,150000000,2016-12-16
128 WEST 26TH STREET,10001,10150000,2017-07-17
507 WEST 24TH,10011,10750000,2016-12-28
132 TENTH AVENUE,10011,8818181,2016-11-04
459 WEST 19TH   STREET,10011,20000000,2017-06-27
258 8 AVENUE,10011,107250000,2017-08-08
539 AVENUE OF THE AMER,10011,10600000,2017-04-18
137 WEST 19TH STREET,10011,10500000,2016-09-30
140 WEST 24TH   STREET,10011,9174156,2017-01-18
133 WEST 25TH   STREET,10001,33000000,2017-02-01
152 WEST 26TH STREET,10001,139725000,2016-12-05
305 WEST 29TH   STREET,10001,4300000,2017-07-12
216-222 WEST 23RD   STREET,10011,92007576,2016-10-28
7 AVENUE,10011,8208750,2017-04-21
140-144 WEST 28TH   STREET,10001,60000000,2016-10-07
125 WEST 23RD   STREET,10011,50350000,2016-11-03
249 WEST 14TH   STREET,10011,7995000,2017-07-31
301 7 AVENUE,10001,7610000,2017-02-22
305 7 AVENUE,10001,7100000,2016-12-15
305 7 AVENUE,10001,7214400,2016-12-15
505 WEST 19TH   STREET,10011,500000,2017-06-22
444 WEST 19TH   STREET,10011,137500,2017-06-30
521 WEST 23RD   STREET,10011,5100000,2016-12-02
521 WEST 23RD STREET,10011,1750000,2017-01-18
125 WEST 21ST STREET,10011,12250000,2016-09-15
45 MOTT STREET,10013,8275000,2016-11-16
77 MADISON STREET,10002,4250000,2017-02-16
356 BROADWAY,10013,1800000,2017-04-18
356 BROADWAY,10013,1547500,2017-05-18
356 BROADWAY,10013,999000,2017-06-27
356 BROADWAY,10013,2400000,2017-06-27
101 LEONARD STREET,10013,1440000,2016-09-08
101 LEONARD STREET,10013,2800000,2017-05-10
101 LEONARD STREET,10013,3266000,2017-08-24
101 LEONARD STREET,10013,2600000,2016-09-29
376 BROADWAY,10013,715000,2017-07-24
376 BROADWAY,10013,830000,2016-12-05
50 FRANKLIN STREET,10013,800000,2017-05-18
50 FRANKLIN STREET,10013,1270000,2016-10-20
50 FRANKLIN STREET,10013,1224000,2016-11-10
50 FRANKLIN ST,10013,1695000,2016-11-30
50 BAYARD STREET,10013,735000,2017-02-21
50 BAYARD STREET,10013,522500,2017-04-05
50 BAYARD STREET,10013,925000,2017-05-30
158 HESTER STREET,10013,1330000,2017-05-01
158 HESTER STREET,10013,207870,2017-01-30
123 BAXTER STREET,10013,2050000,2017-03-15
129 LAFAYETTE STREET,10013,4100000,2017-02-09
136 BAXTER STREET,10013,2570000,2016-09-13
136 BAXTER STREET,10013,3400000,2017-04-14
133 MULBERRY STREET,10013,3510000,2017-01-30
133 MULBERRY STREET,10013,2100000,2017-03-15
133 MULBERRY,10013,2291062,2017-08-24
133 MULBERRY STREET,10013,2275000,2017-07-06
133 MULBERRY STREET,10013,2450000,2017-03-28
133 MULBERRY STREET,10013,1250000,2016-12-16
60 HENRY STREET,10002,150000,2016-11-08
60 HENRY STREET,10002,580000,2017-05-24
60 HENRY STREET,10002,450000,2017-02-10
18 ELDRIDGE,10002,600000,2017-02-10
79 WALKER STREET,10013,19000000,2016-09-29
84 BOWERY,10013,9375000,2016-09-16
10-14 DOYERS STREET,10013,3000000,2017-07-31
10 BOWERY,10013,4350000,2017-05-30
46 MOTT STREET,10013,2700000,2017-01-05
139 MOTT STREET,10013,6780000,2017-08-24
41-43 DIVISION STREET,10002,15500000,2016-12-20
53 ELIZABETH STREET,10013,1581433,2017-01-09
53 ELIZABETH STREET,10013,1918188,2017-01-03
53 ELIZABETH STREET,10013,1739200,2017-01-03
114 MULBERRY STREET,10013,93000,2016-09-29
109 LAFAYETTE STREET,10013,1130000,2017-08-11
198 CANAL STREET,10013,960000,2016-09-27
202 CANAL STREET,10013,960000,2017-06-15
13-17 ELIZABETH STREET,10013,280000,2016-10-31
8 CATHERINE STREET,10038,1305682,2017-08-24
8 CATHERINE STREET,10038,1591427,2017-03-30
8 CATHERINE STREET,10038,1751425,2016-09-15
8 CATHERINE STREET,10038,1493862,2016-09-15
77 BOWERY,10002,3403575,2017-02-08
BOWERY,10002,4100000,2016-12-15
77 BOWERY,10002,4306445,2016-11-10
77 BOWERY,10002,2043645,2016-10-19
77 BOWERY,10002,3500000,2017-03-28
208 CANAL STREET,10013,23550000,2017-05-11
41 WHITE STREET,10013,141500000,2017-07-13
23 PARK PLACE,10007,15000000,2017-05-19
74 LEONARD STREET,10013,21250000,2017-05-25
"185 PARK ROW, 20C",10038,691400,2016-09-23
"165 PARK ROW, 15C",10038,845000,2016-09-07
"185 PARK ROW, 13F",10038,600000,2016-10-13
"215 PARK ROW, 3G",10038,389000,2016-09-28
"185 PARK ROW, 13G",10038,870000,2016-10-11
"185 PARK ROW, 20F",10038,650000,2016-11-16
"165 PARK ROW, 21A",10038,860000,2016-11-16
"215 PARK ROW, 17G",10038,480000,2017-01-30
"215 PARK ROW, 11D",10038,850000,2017-02-10
"215 PARK ROW, 20E",10038,850000,2017-03-09
"215 PARK ROW, 17A",10038,1350000,2017-04-24
"185 PARK ROW, 5A",10038,879000,2017-07-21
"258 BROADWAY, 3A",10007,2325000,2017-08-29
"134 DUANE STREET, 4ES",10013,1750000,2016-09-22
"180 PARK ROW, 25B",10038,1599000,2017-04-18
"180 PARK ROW, 12D",10038,900000,2017-06-12
"39 WORTH STREET, 3E",10013,3500000,2016-10-06
"17 WHITE STREET, 5A",10013,1800000,2017-01-27
30 PARK PLACE,10007,1781937,2017-04-24
30 PARK PLACE,10007,988250,2017-06-01
30 PARK PLACE,10007,1043706,2017-05-10
30 PARK PLACE,10007,1250000,2017-05-10
30 PARK PLACE,10007,4531212,2016-10-18
30 PARK PLACE,10007,2978381,2016-09-28
30 PARK PLACE,10007,5091250,2016-11-10
30 PARK PLACE,10007,4571942,2016-09-13
30 PARK PLACE,10007,2871465,2016-09-20
30 PARK PLACE,10007,4816322,2016-09-13
30 PARK PLACE,10007,2891830,2016-09-14
30 PARK PLACE,10007,5193075,2016-10-27
30 PARK PLACE,10007,4398840,2016-09-23
30 PARK PLACE,10007,3141301,2016-11-14
30 PARK PLACE,10007,5585101,2016-09-30
30 PARK PLACE,10007,3161666,2016-10-28
30 PARK PLACE,10007,6567712,2016-11-22
30 PARK PLACE,10007,5404385,2016-10-17
30 PARK PLACE,10007,3532727,2016-10-18
30 PARK PLACE,10007,5361086,2016-09-27
30 PARK PLACE,10007,5753112,2016-11-28
30 PARK PLACE,10007,5142162,2016-09-01
30 PARK PLACE,10007,5019972,2016-10-19
30 PARK PLACE,10007,3222761,2016-10-24
30 PARK PLACE,10007,5600375,2016-10-11
30 PARK PLACE,10007,3243126,2016-10-31
30 PARK PLACE,10007,5854937,2016-11-28
30 PARK PLACE,10007,5641287,2016-09-07
30 PARK PLACE,10007,3718172,2016-10-26
30 PARK PLACE,10007,7484137,2016-10-05
30 PARK PLACE,10007,4683950,2017-01-05
30 PARK PLACE,10007,3283856,2016-11-15
30 PARK PLACE,10007,6262237,2016-11-16
30 PARK PLACE,10007,5345812,2016-10-06
30 PARK PLACE,10007,4724680,2017-01-05
30 PARK PLACE,10007,3304221,2016-11-22
30 PARK PLACE,10007,8858775,2016-11-28
30 PARK PLACE,10007,6450000,2017-04-10
30 PARK PLACE,10007,3767525,2016-11-29
30 PARK PLACE,10007,4459935,2017-04-10
30 PARK PLACE,10007,8655125,2016-09-08
30 PARK PLACE,10007,6250000,2017-03-01
30 PARK PLACE,10007,3808255,2016-11-28
30 PARK PLACE,10007,4317380,2017-01-26
30 PARK PLACE,10007,8425000,2017-07-14
30 PARK PLACE,10007,6567712,2016-12-12
30 PARK PLACE,10007,3848985,2016-12-12
30 PARK PLACE,10007,4358110,2016-12-22
30 PARK PLACE,10007,8858775,2016-12-13
30 PARK PLACE,10007,6418625,2016-12-15
30 PARK PLACE,10007,4169733,2016-11-04
30 PARK PLACE,10007,4449752,2016-12-16
30 PARK PLACE,10007,4210463,2017-01-09
30 PARK PLACE,10007,4490482,2016-12-16
30 PARK PLACE,10007,5065793,2017-04-17
30 PARK PLACE,10007,3716612,2017-01-06
30 PARK PLACE,10007,4607581,2016-12-21
30 PARK PLACE,10007,9673375,2017-01-17
30 PARK PLACE,10007,6771362,2017-01-24
30 PARK PLACE,10007,4444661,2017-01-23
30 PARK PLACE,10007,4648311,2017-01-17
30 PARK PLACE,10007,8900000,2017-08-15
30 PARK PLACE,10007,6975012,2017-01-24
30 PARK PLACE,10007,4638128,2017-01-31
30 PARK PLACE,10007,4689041,2017-04-10
30 PARK PLACE,10007,9877025,2017-01-19
30 PARK PLACE,10007,7178662,2017-02-02
30 PARK PLACE,10007,5391633,2017-02-01
30 PARK PLACE,10007,4831596,2017-01-18
30 PARK PLACE,10007,9745200,2017-02-01
